site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2021 Colusa NWR 27-1,2021-06-26,92.0,54.0,0.0,92.0,53.0,0.0,90.0,54.0,0.0,98.0,64.0,0.0
2021 Colusa NWR 27-1,2021-06-27,96.0,55.0,0.0,87.0,55.0,0.0,96.0,55.0,0.0,104.0,68.0,0.0
2021 Colusa NWR 27-1,2021-06-28,92.0,56.0,0.0,85.0,56.0,0.0,92.0,56.0,0.0,101.0,67.0,0.0
2021 Colusa NWR 27-1,2021-06-29,89.0,57.0,0.0,88.0,55.0,0.0,89.0,57.0,0.0,103.0,65.0,0.0
2021 Colusa NWR 27-1,2021-06-30,98.0,59.0,0.0,79.0,55.0,0.0,98.0,59.0,0.0,101.0,66.0,0.0
2021 Colusa NWR 27-1,2021-07-01,90.0,57.0,0.0,79.0,51.0,0.0,90.0,57.0,0.0,97.0,64.0,0.0
2021 Colusa NWR 27-1,2021-07-02,88.0,56.0,0.0,83.0,49.0,0.0,88.0,56.0,0.0,97.0,64.0,0.0
2021 Colusa NWR 27-1,2021-07-03,92.0,54.0,0.0,82.0,49.0,0.0,92.0,54.0,0.0,99.0,65.0,0.0
2021 Colusa NWR 27-1,2021-07-04,86.0,55.0,0.0,81.0,50.0,0.0,86.0,55.0,0.0,99.0,69.0,0.0
2021 Colusa NWR 27-1,2021-07-05,84.0,55.0,0.0,84.0,50.0,0.0,84.0,55.0,0.0,98.0,63.0,0.0
2021 Colusa NWR 27-1,2021-07-06,86.0,51.0,0.0,85.0,49.0,0.0,87.0,53.0,0.0,,,0.0
2021 Colusa NWR 27-1,2021-07-07,89.0,51.0,0.0,85.0,51.0,0.0,89.0,50.0,0.0,95.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-08,94.0,53.0,0.0,94.0,53.0,0.0,93.0,52.0,0.0,101.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-09,100.0,65.0,0.0,98.0,65.0,0.0,100.0,55.0,0.0,106.0,69.0,0.0
2021 Colusa NWR 27-1,2021-07-10,104.0,65.0,0.0,101.0,65.0,0.0,104.0,59.0,0.0,110.0,71.0,0.0
2021 Colusa NWR 27-1,2021-07-11,109.0,57.0,0.0,91.0,55.0,0.0,109.0,57.0,0.0,112.0,71.0,0.0
2021 Colusa NWR 27-1,2021-07-12,98.0,51.0,0.0,83.0,50.0,0.0,98.0,52.0,0.0,107.0,,0.0
2021 Colusa NWR 27-1,2021-07-13,92.0,53.0,0.0,75.0,49.0,0.0,92.0,53.0,0.0,99.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-14,86.0,53.0,0.0,79.0,47.0,0.0,86.0,53.0,0.0,94.0,60.0,0.0
2021 Colusa NWR 27-1,2021-07-15,85.0,53.0,0.0,75.0,48.0,0.0,85.0,53.0,0.0,94.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-16,84.0,53.0,0.0,83.0,45.0,0.0,84.0,53.0,0.0,94.0,59.0,0.0
2021 Colusa NWR 27-1,2021-07-17,90.0,55.0,0.0,88.0,55.0,0.0,90.0,53.0,0.0,97.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-18,92.0,60.0,0.0,89.0,60.0,0.0,92.0,55.0,0.0,101.0,64.0,0.0
2021 Colusa NWR 27-1,2021-07-19,97.0,56.0,0.0,86.0,56.0,0.0,97.0,56.0,0.0,101.0,69.0,0.0
2021 Colusa NWR 27-1,2021-07-20,96.0,56.0,0.0,85.0,52.0,0.0,96.0,56.0,0.0,99.0,66.0,0.0
2021 Colusa NWR 27-1,2021-07-21,94.0,54.0,0.0,84.0,51.0,0.0,94.0,54.0,0.0,98.0,60.0,0.0
2021 Colusa NWR 27-1,2021-07-22,94.0,55.0,0.0,85.0,53.0,0.0,94.0,55.0,0.0,97.0,61.0,0.0
2021 Colusa NWR 27-1,2021-07-23,93.0,57.0,0.0,90.0,57.0,0.0,93.0,54.0,0.0,100.0,61.0,0.0
2021 Colusa NWR 27-1,2021-07-24,95.0,58.0,0.0,90.0,58.0,0.0,95.0,54.0,0.0,99.0,62.0,0.0
2021 Colusa NWR 27-1,2021-07-25,96.0,54.0,0.0,87.0,54.0,0.0,96.0,53.0,0.0,103.0,66.0,0.0
2021 Colusa NWR 27-1,2021-07-26,92.0,54.0,0.0,77.0,54.0,0.0,92.0,53.0,0.0,98.0,68.0,0.0
2021 Colusa NWR 27-1,2021-07-27,89.0,58.0,0.0,89.0,58.0,0.0,82.0,53.0,0.0,90.0,69.0,0.0
2021 Colusa NWR 27-1,2021-07-28,96.0,61.0,0.0,93.0,61.0,0.0,96.0,55.0,0.0,102.0,61.0,0.0
2021 Colusa NWR 27-1,2021-07-29,99.0,62.0,0.0,91.0,62.0,0.0,99.0,58.0,0.0,103.0,68.0,0.0
2021 Colusa NWR 27-1,2021-07-30,98.0,60.0,0.0,92.0,60.0,0.0,98.0,58.0,0.0,104.0,69.0,0.0
2021 Colusa NWR 27-1,2021-07-31,98.0,56.0,0.0,85.0,56.0,0.0,98.0,55.0,0.0,104.0,66.0,0.0
2021 Colusa NWR 27-1,2021-08-01,89.0,56.0,0.0,82.0,54.0,0.0,89.0,56.0,0.0,99.0,64.0,0.0
2021 Colusa NWR 27-1,2021-08-02,86.0,55.0,0.0,86.0,46.0,0.0,86.0,55.0,0.0,102.0,62.0,0.0
2021 Colusa NWR 27-1,2021-08-03,91.0,55.0,0.0,91.0,55.0,0.0,87.0,50.0,0.0,97.0,61.0,0.0
2021 Colusa NWR 27-1,2021-08-04,95.0,54.0,0.0,86.0,54.0,0.0,95.0,52.0,0.0,102.0,62.0,0.0
2021 Colusa NWR 27-1,2021-08-05,94.0,55.0,0.0,80.0,50.0,0.0,94.0,55.0,0.0,99.0,57.0,0.0
2021 Colusa NWR 27-1,2021-08-06,88.0,58.0,0.0,88.0,58.0,0.0,85.0,55.0,0.0,97.0,60.0,0.0
2021 Colusa NWR 27-1,2021-08-07,93.0,59.0,0.0,83.0,58.0,0.0,94.0,59.0,0.0,93.0,64.0,0.0
2021 Colusa NWR 27-1,2021-08-08,92.0,57.0,0.0,83.0,55.0,0.0,92.0,57.0,0.0,97.0,61.0,0.0
2021 Colusa NWR 27-1,2021-08-09,89.0,57.0,0.0,84.0,52.0,0.0,89.0,57.0,0.0,96.0,60.0,0.0
2021 Colusa NWR 27-1,2021-08-10,92.0,56.0,0.0,91.0,56.0,0.0,92.0,53.0,0.0,98.0,61.0,0.0
2021 Colusa NWR 27-1,2021-08-11,99.0,62.0,0.0,90.0,62.0,0.0,99.0,53.0,0.0,101.0,68.0,0.0
2021 Colusa NWR 27-1,2021-08-12,95.0,62.0,0.0,85.0,62.0,0.0,95.0,57.0,0.0,102.0,64.0,0.0
2021 Colusa NWR 27-1,2021-08-13,87.0,61.0,0.0,83.0,61.0,0.0,87.0,56.0,0.0,95.0,66.0,0.0
2021 Colusa NWR 27-1,2021-08-14,93.0,61.0,0.0,93.0,61.0,0.0,89.0,56.0,0.0,100.0,68.0,0.0
2021 Colusa NWR 27-1,2021-08-15,100.0,61.0,0.0,92.0,61.0,0.0,100.0,58.0,0.0,104.0,66.0,0.0
2021 Colusa NWR 27-1,2021-08-16,100.0,65.0,0.0,94.0,65.0,0.0,101.0,58.0,0.0,100.0,65.0,0.0
2021 Colusa NWR 27-1,2021-08-17,100.0,59.0,0.0,78.0,54.0,0.0,104.0,59.0,0.0,100.0,63.0,0.0
2021 Colusa NWR 27-1,2021-08-18,89.0,57.0,0.0,79.0,53.0,0.0,89.0,57.0,0.0,101.0,59.0,0.0
2021 Colusa NWR 27-1,2021-08-19,85.0,55.0,0.0,80.0,55.0,0.0,85.0,53.0,0.0,91.0,60.0,0.0
2021 Colusa NWR 27-1,2021-08-20,84.0,53.0,0.0,78.0,52.0,0.0,84.0,53.0,0.0,92.0,57.0,0.0
2021 Colusa NWR 27-1,2021-08-21,82.0,54.0,0.0,66.0,51.0,0.0,82.0,54.0,0.0,88.0,61.0,0.0
2021 Colusa NWR 27-1,2021-08-22,77.0,53.0,0.0,77.0,46.0,0.0,73.0,53.0,0.0,88.0,54.0,0.0
2021 Colusa NWR 27-1,2021-08-23,83.0,54.0,0.0,75.0,48.0,0.0,83.0,54.0,0.0,87.0,55.0,0.0
2021 Colusa NWR 27-1,2021-08-24,82.0,52.0,0.0,78.0,45.0,0.0,82.0,52.0,0.0,88.0,55.0,0.0
2021 Colusa NWR 27-1,2021-08-25,85.0,52.0,0.0,81.0,46.0,0.0,85.0,52.0,0.0,89.0,57.0,0.0
2021 Colusa NWR 27-1,2021-08-26,88.0,55.0,0.0,88.0,55.0,0.0,87.0,47.0,0.0,94.0,57.0,0.0
2021 Colusa NWR 27-1,2021-08-27,96.0,60.0,0.0,92.0,63.0,0.0,96.0,54.0,0.0,96.0,60.0,0.0
2021 Colusa NWR 27-1,2021-08-28,98.0,62.0,0.0,96.0,66.0,0.0,101.0,55.0,0.0,98.0,62.0,0.0
2021 Colusa NWR 27-1,2021-08-29,100.0,62.0,0.0,94.0,62.0,0.0,105.0,54.0,0.0,100.0,63.0,0.0
2021 Colusa NWR 27-1,2021-08-30,98.0,59.0,0.0,90.0,59.0,0.0,98.0,52.0,0.0,102.0,68.0,0.0
2021 Colusa NWR 27-1,2021-08-31,101.0,54.0,0.0,80.0,51.0,0.0,102.0,54.0,0.0,101.0,58.0,0.0
2021 Colusa NWR 27-1,2021-09-01,91.0,51.0,0.0,69.0,48.0,0.0,91.0,51.0,0.0,95.0,54.0,0.0
2021 Colusa NWR 27-1,2021-09-02,75.0,52.0,0.0,75.0,47.0,0.0,73.0,53.0,0.0,86.0,52.0,0.0
2021 Colusa NWR 27-1,2021-09-03,81.0,51.0,0.0,81.0,50.0,0.0,81.0,53.0,0.0,89.0,51.0,0.0
2021 Colusa NWR 27-1,2021-09-04,87.0,56.0,0.0,87.0,56.0,0.0,86.0,49.0,0.0,93.0,58.0,0.0
2021 Colusa NWR 27-1,2021-09-05,94.0,58.0,0.0,91.0,58.0,0.0,94.0,49.0,0.0,100.0,64.0,0.0
2021 Colusa NWR 27-1,2021-09-06,98.0,61.0,0.0,93.0,63.0,0.0,98.0,50.0,0.0,98.0,61.0,0.0
2021 Colusa NWR 27-1,2021-09-07,102.0,64.0,0.0,95.0,64.0,0.0,102.0,52.0,0.0,105.0,65.0,0.0
2021 Colusa NWR 27-1,2021-09-08,101.0,67.0,0.0,98.0,67.0,0.0,101.0,56.0,0.0,101.0,68.0,0.0
2021 Colusa NWR 27-1,2021-09-09,101.0,60.0,0.0,86.0,60.0,0.0,105.0,60.0,0.0,101.0,69.0,0.0
2021 Colusa NWR 27-1,2021-09-10,98.0,59.0,0.06,80.0,56.0,0.06,98.0,59.0,0.11,101.0,71.0,0.0
2021 Colusa NWR 27-1,2021-09-11,86.0,58.0,0.0,85.0,58.0,0.0,86.0,53.0,0.0,93.0,60.0,0.0
2021 Colusa NWR 27-1,2021-09-12,93.0,60.0,0.0,87.0,60.0,0.0,93.0,54.0,0.0,95.0,61.0,0.0
2021 Colusa NWR 27-1,2021-09-13,94.0,62.0,0.0,87.0,62.0,0.0,96.0,53.0,0.0,94.0,62.0,0.0
2021 Colusa NWR 27-1,2021-09-14,95.0,58.0,0.0,88.0,58.0,0.0,97.0,53.0,0.0,95.0,62.0,0.0
2021 Colusa NWR 27-1,2021-09-15,95.0,53.0,0.0,76.0,50.0,0.0,96.0,53.0,0.0,95.0,60.0,0.0
2021 Colusa NWR 27-1,2021-09-16,79.0,54.0,0.0,73.0,49.0,0.0,79.0,54.0,0.0,91.0,55.0,0.0
2021 Colusa NWR 27-1,2021-09-17,77.0,53.0,0.0,74.0,45.0,0.0,77.0,53.0,0.0,88.0,55.0,0.0
2021 Colusa NWR 27-1,2021-09-18,83.0,53.0,0.0,60.0,49.0,0.05,83.0,53.0,0.0,87.0,60.0,0.0
2021 Colusa NWR 27-1,2021-09-19,75.0,56.0,0.0,75.0,49.0,0.0,66.0,56.0,0.03,80.0,62.0,0.0
2021 Colusa NWR 27-1,2021-09-20,87.0,56.0,0.0,87.0,56.0,0.0,80.0,54.0,0.0,93.0,56.0,0.0
2021 Colusa NWR 27-1,2021-09-21,94.0,56.0,0.0,90.0,59.0,0.0,97.0,53.0,0.0,94.0,56.0,0.0
2021 Colusa NWR 27-1,2021-09-22,94.0,59.0,0.0,86.0,59.0,0.0,101.0,53.0,0.0,94.0,66.0,0.0
2021 Colusa NWR 27-1,2021-09-23,94.0,59.0,0.0,91.0,59.0,0.0,94.0,50.0,0.0,96.0,59.0,0.0
2021 Colusa NWR 27-1,2021-09-24,97.0,57.0,0.0,87.0,57.0,0.0,101.0,50.0,0.0,97.0,59.0,0.0
2021 Colusa NWR 27-1,2021-09-25,95.0,53.0,0.0,78.0,49.0,0.0,97.0,53.0,0.0,95.0,57.0,0.0
2021 Colusa NWR 27-1,2021-09-26,83.0,54.0,0.0,72.0,48.0,0.0,83.0,54.0,0.0,92.0,55.0,0.0
2021 Colusa NWR 27-1,2021-09-27,78.0,50.0,0.0,67.0,49.0,0.0,78.0,50.0,0.0,79.0,50.0,0.0
2021 Colusa NWR 27-1,2021-09-28,74.0,47.0,0.0,73.0,45.0,0.0,75.0,49.0,0.0,,,0.0
2021 Colusa NWR 27-1,2021-09-29,79.0,48.0,0.0,79.0,50.0,0.0,79.0,46.0,0.0,,,0.0
2021 Colusa NWR 27-1,2021-09-30,85.0,51.0,0.0,85.0,58.0,0.0,85.0,47.0,0.0,86.0,51.0,0.0
2021 Colusa NWR 27-1,2021-10-01,88.0,56.0,0.0,86.0,58.0,0.0,93.0,47.0,0.0,88.0,56.0,0.0
2021 Colusa NWR 27-1,2021-10-02,90.0,55.0,0.0,87.0,59.0,0.0,95.0,48.0,0.0,90.0,55.0,0.0
2021 Colusa NWR 27-1,2021-10-03,90.0,57.0,0.0,85.0,61.0,0.0,96.0,50.0,0.0,90.0,57.0,0.0
2021 Colusa NWR 27-1,2021-10-04,90.0,56.0,0.0,85.0,57.0,0.0,97.0,49.0,0.0,90.0,56.0,0.0
2021 Colusa NWR 27-1,2021-10-05,86.0,49.0,0.0,71.0,49.0,0.0,94.0,47.0,0.0,86.0,53.0,0.0
2021 Colusa NWR 27-1,2021-10-06,76.0,48.0,0.0,65.0,46.0,0.0,76.0,48.0,0.0,80.0,55.0,0.0
2021 Colusa NWR 27-1,2021-10-07,71.0,45.0,0.0,63.0,43.0,0.0,71.0,45.0,0.0,73.0,53.0,0.0
2021 Colusa NWR 27-1,2021-10-08,70.0,46.0,0.0,62.0,43.0,0.0,70.0,46.0,0.0,74.0,55.0,0.0
2021 Colusa NWR 27-1,2021-10-09,71.0,45.0,0.0,71.0,43.0,0.0,71.0,45.0,0.0,72.0,45.0,0.0
2021 Colusa NWR 27-1,2021-10-10,78.0,48.0,0.0,74.0,49.0,0.0,79.0,42.0,0.0,78.0,48.0,0.0
2021 Colusa NWR 27-1,2021-10-11,78.0,43.0,0.0,62.0,43.0,0.0,82.0,42.0,0.0,78.0,54.0,0.0
2021 Colusa NWR 27-1,2021-10-12,71.0,45.0,0.0,67.0,45.0,0.0,72.0,46.0,0.0,71.0,42.0,0.0
2021 Colusa NWR 27-1,2021-10-13,72.0,44.0,0.0,66.0,44.0,0.0,72.0,44.0,0.0,72.0,52.0,0.0
2021 Colusa NWR 27-1,2021-10-14,75.0,42.0,0.0,74.0,47.0,0.0,75.0,42.0,0.0,78.0,42.0,0.0
2021 Colusa NWR 27-1,2021-10-15,79.0,48.0,0.0,79.0,52.0,0.0,80.0,41.0,0.0,79.0,48.0,0.0
2021 Colusa NWR 27-1,2021-10-16,82.0,47.0,0.0,78.0,52.0,0.0,88.0,41.0,0.0,82.0,47.0,0.0
2021 Colusa NWR 27-1,2021-10-17,81.0,43.0,0.0,59.0,43.0,0.0,90.0,42.0,0.0,81.0,62.0,0.0
2021 Colusa NWR 27-1,2021-10-18,66.0,43.0,0.07,58.0,40.0,0.07,66.0,43.0,0.08,81.0,59.0,0.0
2021 Colusa NWR 27-1,2021-10-19,66.0,42.0,0.0,59.0,42.0,0.0,66.0,37.0,0.0,66.0,43.0,0.28
2021 Colusa NWR 27-1,2021-10-20,66.0,45.0,0.54,55.0,45.0,0.54,68.0,37.0,0.54,66.0,52.0,0.24
2021 Colusa NWR 27-1,2021-10-21,59.0,54.0,0.22,59.0,54.0,0.72,58.0,51.0,0.22,72.0,55.0,0.22
2021 Colusa NWR 27-1,2021-10-22,64.0,55.0,1.22,57.0,49.0,1.22,64.0,55.0,1.53,72.0,64.0,1.0
2021 Colusa NWR 27-1,2021-10-23,65.0,50.0,0.08,52.0,46.0,0.2,65.0,50.0,0.07,67.0,51.0,0.08
2021 Colusa NWR 27-1,2021-10-24,60.0,51.0,3.74,56.0,49.0,7.62,60.0,51.0,3.74,66.0,56.0,2.0
2021 Colusa NWR 27-1,2021-10-25,62.0,51.0,2.5,55.0,44.0,2.5,62.0,51.0,4.96,66.0,53.0,1.1
2021 Colusa NWR 27-1,2021-10-26,63.0,48.0,0.06,54.0,46.0,0.06,63.0,48.0,0.07,64.0,50.0,0.01
2021 Colusa NWR 27-1,2021-10-27,70.0,50.0,0.03,70.0,50.0,0.03,58.0,49.0,0.03,73.0,56.0,0.0
2021 Colusa NWR 27-1,2021-10-28,73.0,54.0,0.0,76.0,55.0,0.0,71.0,54.0,0.01,73.0,50.0,0.0
2021 Colusa NWR 27-1,2021-10-29,75.0,52.0,0.0,71.0,52.0,0.0,82.0,50.0,0.0,75.0,60.0,0.0
2021 Colusa NWR 27-1,2021-10-30,73.0,50.0,0.0,57.0,50.0,0.0,80.0,50.0,0.0,73.0,53.0,0.0
2021 Colusa NWR 27-1,2021-10-31,64.0,54.0,0.06,54.0,48.0,0.21,64.0,54.0,0.06,70.0,64.0,0.0
2021 Colusa NWR 27-1,2021-11-01,56.5,54.0,0.05,54.0,49.0,0.52,59.0,54.0,0.03,,55.0,0.05
2021 Colusa NWR 27-1,2021-11-02,62.0,50.0,0.08,62.0,45.0,0.08,59.0,50.0,0.41,69.0,56.0,0.06
2021 Colusa NWR 27-1,2021-11-03,69.0,46.0,0.0,66.0,46.0,0.0,69.0,45.0,0.0,70.0,50.0,0.0
2021 Colusa NWR 27-1,2021-11-04,72.0,45.0,0.21,61.0,45.0,0.21,75.0,44.0,0.29,72.0,49.0,0.0
2021 Colusa NWR 27-1,2021-11-05,68.0,44.0,0.0,57.0,43.0,0.0,68.0,44.0,0.0,72.0,53.0,0.18
2021 Colusa NWR 27-1,2021-11-06,62.0,43.0,0.03,57.0,43.0,0.03,62.0,42.0,0.0,65.0,51.0,0.1
2021 Colusa NWR 27-1,2021-11-07,61.0,37.0,0.0,56.0,35.0,0.0,61.0,37.0,0.0,63.0,42.0,0.0
2021 Colusa NWR 27-1,2021-11-08,62.0,39.0,0.0,56.0,39.0,0.0,63.0,36.0,0.0,62.0,41.0,0.0
2021 Colusa NWR 27-1,2021-11-09,59.0,43.0,1.35,54.0,43.0,1.52,65.0,36.0,1.35,59.0,54.0,0.88
2021 Colusa NWR 27-1,2021-11-10,62.0,52.0,0.0,62.0,46.0,0.0,59.0,52.0,0.19,67.0,53.0,0.0
2021 Colusa NWR 27-1,2021-11-11,69.0,47.0,0.0,69.0,48.0,0.0,66.0,45.0,0.0,78.0,47.0,0.0
2021 Colusa NWR 27-1,2021-11-12,75.0,48.0,0.0,71.0,50.0,0.0,75.0,45.0,0.0,76.0,48.0,0.0
2021 Colusa NWR 27-1,2021-11-13,74.0,48.0,0.0,74.0,54.0,0.0,75.0,46.0,0.0,62.0,48.0,0.03
2021 Colusa NWR 27-1,2021-11-14,71.0,47.0,0.0,71.0,53.0,0.0,77.0,46.0,0.0,62.0,47.0,0.0
2021 Colusa NWR 27-1,2021-11-15,64.0,47.0,0.0,64.0,52.0,0.0,72.0,47.0,0.0,57.0,45.0,0.0
2021 Colusa NWR 27-1,2021-11-16,64.0,49.0,0.0,66.0,47.0,0.0,61.0,50.0,0.0,64.0,49.0,0.0
2021 Colusa NWR 27-1,2021-11-17,62.0,45.5,0.0,62.0,44.0,0.0,,,,62.0,47.0,0.0
2021 Colusa NWR 27-1,2021-11-18,56.5,44.5,0.0,55.0,44.0,0.0,,,,58.0,45.0,0.0
2021 Colusa NWR 27-1,2021-11-19,56.5,49.0,0.1,53.0,46.0,0.08,,,,60.0,52.0,0.11
2021 Colusa NWR 27-1,2021-11-20,66.0,43.5,0.0,63.0,43.0,0.0,,,,69.0,44.0,0.0
2021 Colusa NWR 27-1,2021-11-21,66.0,44.5,0.0,65.0,49.0,0.0,,,,67.0,40.0,0.0
2021 Colusa NWR 27-1,2021-11-22,65.5,47.5,0.0,66.0,46.0,0.0,,,,65.0,49.0,0.0
2021 Colusa NWR 27-1,2021-11-23,65.0,40.0,0.0,60.0,43.0,0.0,,,,70.0,37.0,0.0
2021 Colusa NWR 27-1,2021-11-24,68.5,40.5,0.0,64.0,43.0,0.0,,,,73.0,38.0,0.0
2021 Colusa NWR 27-1,2021-11-25,62.5,43.0,0.0,63.0,46.0,0.0,,,,62.0,40.0,0.0
2021 Colusa NWR 27-1,2021-11-26,64.5,43.0,0.0,64.0,43.0,0.0,,,,65.0,43.0,0.0
2021 Colusa NWR 27-1,2021-11-27,66.5,47.5,0.0,68.0,51.0,0.0,,,,65.0,44.0,0.0
2021 Colusa NWR 27-1,2021-11-28,68.0,47.0,0.0,68.0,49.0,0.0,,,,68.0,45.0,0.0
2021 Colusa NWR 27-1,2021-11-29,69.0,47.5,0.0,70.0,51.0,0.0,,,,68.0,44.0,0.0
2021 Colusa NWR 27-1,2021-11-30,70.0,47.5,0.0,73.0,51.0,0.0,,,,67.0,44.0,0.0
2021 Colusa NWR 27-1,2021-12-01,73.0,45.0,0.0,73.0,55.0,0.0,73.0,40.0,0.0,70.0,45.0,0.0
2021 Colusa NWR 27-1,2021-12-02,69.0,47.0,0.0,69.0,48.0,0.0,82.0,39.0,0.0,68.0,47.0,0.0
2021 Colusa NWR 27-1,2021-12-03,69.0,43.0,0.0,65.0,43.0,0.0,72.0,39.0,0.0,69.0,43.0,0.0
2021 Colusa NWR 27-1,2021-12-04,59.0,44.0,0.0,57.0,40.0,0.0,59.0,47.0,0.0,69.0,44.0,0.0
2021 Colusa NWR 27-1,2021-12-05,56.0,44.0,0.0,70.0,48.0,0.0,52.0,40.0,0.0,56.0,44.0,0.0
2021 Colusa NWR 27-1,2021-12-06,53.0,42.0,0.0,52.0,45.0,0.0,58.0,39.0,0.0,53.0,,0.0
2021 Colusa NWR 27-1,2021-12-07,55.0,43.0,0.06,60.0,43.0,0.06,49.0,41.0,0.05,55.0,45.0,0.5
2021 Colusa NWR 27-1,2021-12-08,60.0,44.0,0.0,47.0,43.0,0.02,64.0,45.0,0.0,60.0,44.0,0.0
2021 Colusa NWR 27-1,2021-12-09,53.0,40.0,0.0,51.0,38.0,0.0,53.0,47.0,0.01,56.0,40.0,0.0
2021 Colusa NWR 27-1,2021-12-10,59.0,35.0,0.0,51.0,35.0,0.0,59.0,34.0,0.0,59.0,35.0,0.6
2021 Colusa NWR 27-1,2021-12-11,55.0,33.0,0.0,49.0,33.0,0.0,58.0,31.0,0.0,55.0,39.0,0.0
2021 Colusa NWR 27-1,2021-12-12,53.0,42.0,0.8,46.0,42.0,0.9,57.0,31.0,0.34,53.0,47.0,0.8
2021 Colusa NWR 27-1,2021-12-13,50.0,45.0,1.67,47.0,37.0,2.0,50.0,45.0,1.38,52.0,49.0,1.67
2021 Colusa NWR 27-1,2021-12-14,50.0,36.0,1.05,46.0,31.0,1.05,52.0,36.0,1.56,50.0,49.0,0.86
2021 Colusa NWR 27-1,2021-12-15,49.0,33.0,0.15,46.0,30.0,0.2,50.0,33.0,0.02,49.0,39.0,0.15
2021 Colusa NWR 27-1,2021-12-16,50.0,40.0,1.26,49.0,40.0,1.26,57.0,37.0,1.58,50.0,45.0,0.54
2021 Colusa NWR 27-1,2021-12-17,52.0,34.0,0.0,50.0,34.0,0.0,55.0,31.0,0.0,52.0,48.0,0.0
2021 Colusa NWR 27-1,2021-12-18,51.0,32.0,0.0,49.0,36.0,0.0,54.0,32.0,0.0,51.0,32.0,0.02
2021 Colusa NWR 27-1,2021-12-19,47.0,34.0,0.0,44.0,34.0,0.0,58.0,33.0,0.0,47.0,38.0,0.0
2021 Colusa NWR 27-1,2021-12-20,46.0,33.0,0.0,46.0,37.0,0.0,46.0,33.0,0.0,50.0,33.0,0.0
2021 Colusa NWR 27-1,2021-12-21,47.0,36.0,0.0,47.0,36.0,0.17,52.0,42.0,0.0,47.0,32.0,0.0
2021 Colusa NWR 27-1,2021-12-22,48.0,41.0,0.7,47.0,39.0,0.87,49.0,42.0,0.63,48.0,41.0,0.7
2021 Colusa NWR 27-1,2021-12-23,57.0,48.0,0.4,49.0,45.0,1.45,57.0,48.0,0.4,58.0,48.0,0.0
2021 Colusa NWR 27-1,2021-12-24,49.5,39.0,1.16,46.0,38.0,0.43,53.0,40.0,1.9,,,
2021 Colusa NWR 27-1,2021-12-25,51.0,40.0,0.53,46.0,35.0,0.53,51.0,40.0,0.04,57.0,47.0,0.66
2021 Colusa NWR 27-1,2021-12-26,47.0,32.0,0.17,41.0,32.0,0.17,47.0,32.0,1.12,52.0,49.0,0.03
2021 Colusa NWR 27-1,2021-12-27,48.0,32.0,0.25,44.0,29.0,0.63,48.0,32.0,0.25,53.0,45.0,0.05
2021 Colusa NWR 27-1,2021-12-28,43.0,32.0,0.1,36.0,28.0,0.05,43.0,32.0,0.46,47.0,39.0,0.1
2021 Colusa NWR 27-1,2021-12-29,45.0,38.0,0.26,38.0,34.0,0.59,45.0,40.0,0.26,57.0,38.0,0.05
2021 Colusa NWR 27-1,2021-12-30,53.0,33.0,0.0,47.0,32.0,0.0,53.0,33.0,0.29,54.0,34.0,0.0
2021 Colusa NWR 27-1,2021-12-31,49.5,30.0,0.0,47.0,30.0,0.0,52.0,30.0,0.0,,,
2021 Colusa NWR 27-2,2021-01-01,58.0,41.0,0.0,53.0,41.0,0.0,58.0,33.0,0.04,60.0,41.0,0.0
2021 Colusa NWR 27-2,2021-01-02,53.0,46.0,0.14,47.0,43.0,0.18,53.0,46.0,0.14,56.0,46.0,0.05
2021 Colusa NWR 27-2,2021-01-03,58.0,43.0,0.02,51.0,43.0,0.0,58.0,46.0,0.02,59.0,41.0,0.05
2021 Colusa NWR 27-2,2021-01-04,55.0,39.0,0.79,50.0,39.0,0.9,55.0,38.0,0.79,58.0,41.0,0.63
2021 Colusa NWR 27-2,2021-01-05,60.0,37.0,0.0,52.0,34.0,0.0,60.0,37.0,0.0,60.0,40.0,0.0
2021 Colusa NWR 27-2,2021-01-06,53.0,38.0,0.22,50.0,38.0,0.22,53.0,36.0,0.27,59.0,41.0,0.05
2021 Colusa NWR 27-2,2021-01-07,54.0,41.0,0.0,54.0,41.0,0.0,58.0,43.0,0.0,52.0,35.0,0.0
2021 Colusa NWR 27-2,2021-01-08,57.0,41.0,0.1,53.0,41.0,0.0,60.0,37.0,0.21,57.0,41.0,0.1
2021 Colusa NWR 27-2,2021-01-09,62.0,39.0,0.0,57.0,41.0,0.0,62.0,32.0,0.0,62.0,39.0,0.0
2021 Colusa NWR 27-2,2021-01-10,55.0,39.0,0.0,49.0,39.0,0.27,55.0,36.0,0.0,59.0,40.0,0.0
2021 Colusa NWR 27-2,2021-01-11,59.0,39.0,0.0,55.0,38.0,0.0,64.0,43.0,0.0,59.0,39.0,0.0
2021 Colusa NWR 27-2,2021-01-12,55.0,43.0,0.0,54.0,43.0,0.0,59.0,42.0,0.0,55.0,45.0,0.02
