site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2021 Rodeo Grounds 1,2021-10-06,76.0,54.0,0.0,78.0,57.0,0.0,74.0,51.0,0.0,,,0.0
2021 Rodeo Grounds 1,2021-10-07,75.0,55.0,0.0,75.0,54.0,0.0,69.0,55.0,0.0,80.0,58.0,0.0
2021 Rodeo Grounds 1,2021-10-08,70.0,53.0,0.0,70.0,53.0,0.0,58.0,39.0,0.21,76.0,56.0,0.0
2021 Rodeo Grounds 1,2021-10-09,73.0,43.0,0.0,78.0,43.0,0.0,65.0,40.0,0.0,73.0,50.0,0.0
2021 Rodeo Grounds 1,2021-10-10,79.0,44.0,0.0,79.0,43.0,0.0,70.0,44.0,0.0,79.0,51.0,0.0
2021 Rodeo Grounds 1,2021-10-11,71.0,55.0,0.0,71.0,55.0,0.0,55.0,39.0,0.0,83.0,59.0,0.0
2021 Rodeo Grounds 1,2021-10-12,71.0,46.0,0.0,71.0,46.0,0.0,63.0,38.0,0.0,72.0,53.0,0.0
2021 Rodeo Grounds 1,2021-10-13,73.0,44.0,0.0,73.0,44.0,0.0,64.0,41.0,0.0,73.0,49.0,0.0
2021 Rodeo Grounds 1,2021-10-14,75.0,41.0,0.0,80.0,41.0,0.0,71.0,40.0,0.0,75.0,53.0,0.0
2021 Rodeo Grounds 1,2021-10-15,80.0,43.0,0.0,82.0,41.0,0.0,73.0,43.0,0.0,80.0,49.0,0.0
2021 Rodeo Grounds 1,2021-10-16,84.0,50.0,0.0,85.0,42.0,0.0,81.0,50.0,0.0,84.0,50.0,0.0
2021 Rodeo Grounds 1,2021-10-17,77.0,49.0,0.0,77.0,49.0,0.09,71.0,40.0,0.0,86.0,49.0,0.0
2021 Rodeo Grounds 1,2021-10-18,66.0,43.0,0.0,66.0,43.0,0.0,53.0,37.0,0.54,76.0,47.0,0.0
2021 Rodeo Grounds 1,2021-10-19,67.0,40.0,0.0,67.0,38.0,0.0,62.0,40.0,0.0,69.0,45.0,0.0
2021 Rodeo Grounds 1,2021-10-20,66.0,52.0,0.0,,,0.0,61.0,51.0,0.22,71.0,53.0,0.0
2021 Rodeo Grounds 1,2021-10-22,66.5,53.5,0.19,,,0.0,58.0,44.0,1.26,75.0,63.0,0.19
2021 Rodeo Grounds 1,2021-10-23,62.0,50.0,0.0,,,0.0,53.0,45.0,0.73,71.0,55.0,0.0
2021 Rodeo Grounds 1,2021-10-25,65.0,54.0,2.56,65.0,54.0,,56.0,42.0,1.37,72.0,54.0,3.74
2021 Rodeo Grounds 1,2021-10-26,71.0,53.0,0.0,63.0,53.0,0.0,71.0,50.0,1.26,75.0,56.0,0.0
2021 Rodeo Grounds 1,2021-10-27,71.0,55.0,0.0,71.0,55.0,0.0,77.0,51.0,0.0,70.0,59.0,0.0
2021 Rodeo Grounds 1,2021-10-28,73.0,52.0,0.0,73.0,52.0,0.0,76.0,51.0,0.0,73.0,60.0,0.0
2021 Rodeo Grounds 1,2021-10-29,75.0,49.0,0.0,75.0,49.0,0.0,67.0,48.0,0.0,76.0,61.0,0.0
2021 Rodeo Grounds 1,2021-10-30,71.0,57.0,0.0,71.0,57.0,0.0,60.0,50.0,0.0,76.0,62.0,0.01
2021 Rodeo Grounds 1,2021-10-31,67.0,50.0,0.0,67.0,51.0,0.0,60.0,50.0,0.0,71.0,48.0,0.0
2021 Rodeo Grounds 1,2021-11-01,65.0,56.0,0.04,65.0,56.0,0.04,58.0,50.0,0.19,70.0,59.0,0.0
2021 Rodeo Grounds 1,2021-11-02,70.0,54.0,0.01,70.0,54.0,0.0,63.0,48.0,0.01,72.0,62.0,0.05
2021 Rodeo Grounds 1,2021-11-03,72.0,52.0,0.0,72.0,52.0,0.0,67.0,44.0,0.0,73.0,61.0,0.0
2021 Rodeo Grounds 1,2021-11-04,70.0,50.0,0.02,70.0,50.0,0.02,63.0,42.0,0.64,75.0,62.0,0.02
2021 Rodeo Grounds 1,2021-11-05,66.0,44.0,0.0,66.0,44.0,0.0,63.0,44.0,0.0,74.0,55.0,0.0
2021 Rodeo Grounds 1,2021-11-06,59.0,49.0,0.05,59.0,49.0,0.05,54.0,38.0,0.06,69.0,56.0,0.0
2021 Rodeo Grounds 1,2021-11-07,63.0,41.0,0.0,63.0,41.0,0.0,58.0,39.0,0.0,67.0,48.0,0.0
2021 Rodeo Grounds 1,2021-11-08,62.0,41.0,0.28,62.0,37.0,0.28,61.0,41.0,0.3,66.0,46.0,0.0
2021 Rodeo Grounds 1,2021-11-09,60.0,52.0,0.76,60.0,53.0,0.1,52.0,46.0,1.35,65.0,52.0,0.76
2021 Rodeo Grounds 1,2021-11-10,66.0,51.0,0.0,67.0,51.0,0.0,66.0,47.0,0.0,65.0,56.0,0.03
2021 Rodeo Grounds 1,2021-11-11,69.0,51.0,0.0,69.0,47.0,0.0,72.0,51.0,0.0,69.0,56.0,0.0
2021 Rodeo Grounds 1,2021-11-12,74.0,49.0,0.0,63.0,45.0,0.0,74.0,49.0,0.0,74.0,53.0,0.0
2021 Rodeo Grounds 1,2021-11-13,66.0,50.0,0.0,60.0,50.0,0.0,77.0,50.0,0.0,66.0,55.0,0.02
2021 Rodeo Grounds 1,2021-11-14,68.0,52.0,0.0,56.0,52.0,0.0,77.0,50.0,0.0,68.0,56.0,0.02
2021 Rodeo Grounds 1,2021-11-15,64.0,51.0,0.0,56.0,52.0,0.0,69.0,48.0,0.0,64.0,51.0,0.01
2021 Rodeo Grounds 1,2021-11-16,65.0,49.0,0.0,65.0,49.0,0.0,70.0,41.0,0.0,57.0,52.0,0.0
2021 Rodeo Grounds 1,2021-11-17,62.0,42.0,0.0,61.0,45.0,0.0,62.0,41.0,0.0,67.0,42.0,0.0
2021 Rodeo Grounds 1,2021-11-18,63.0,43.0,0.0,57.0,43.0,0.01,63.0,46.0,0.0,63.0,43.0,0.0
2021 Rodeo Grounds 1,2021-11-19,58.0,45.0,0.01,63.0,50.0,0.14,57.0,43.0,0.0,58.0,45.0,0.01
2021 Rodeo Grounds 1,2021-11-20,66.0,45.0,0.0,68.0,44.0,0.0,66.0,45.0,0.07,61.0,47.0,0.0
2021 Rodeo Grounds 1,2021-11-21,68.0,41.0,0.0,67.0,39.0,0.0,70.0,45.0,0.0,68.0,41.0,0.01
2021 Rodeo Grounds 1,2021-11-22,66.0,36.0,0.0,66.0,36.0,0.0,70.0,40.0,0.0,66.0,36.0,0.0
2021 Rodeo Grounds 1,2021-11-23,65.0,38.0,0.0,65.0,38.0,0.0,63.0,38.0,0.0,65.0,39.0,0.0
2021 Rodeo Grounds 1,2021-11-24,65.0,39.0,0.0,65.0,39.0,0.0,69.0,39.0,0.0,64.0,43.0,0.0
2021 Rodeo Grounds 1,2021-11-25,65.0,35.0,0.0,63.0,33.0,0.0,65.0,40.0,0.0,66.0,35.0,0.0
2021 Rodeo Grounds 1,2021-11-26,66.0,39.0,0.0,66.0,39.0,0.0,68.0,44.0,0.0,64.0,36.0,0.0
2021 Rodeo Grounds 1,2021-11-27,66.0,41.0,0.0,65.0,41.0,0.0,66.0,45.0,0.0,67.0,40.0,0.0
2021 Rodeo Grounds 1,2021-11-28,69.0,41.0,0.0,68.0,40.0,0.0,75.0,49.0,0.0,69.0,41.0,0.0
2021 Rodeo Grounds 1,2021-11-29,69.0,41.0,0.0,69.0,40.0,0.0,75.0,50.0,0.0,67.0,41.0,0.0
2021 Rodeo Grounds 1,2021-11-30,69.0,42.0,0.0,67.0,39.0,0.0,76.0,50.0,0.0,69.0,42.0,0.0
2021 Rodeo Grounds 1,2021-12-01,69.0,42.0,0.0,69.0,38.0,0.0,80.0,56.0,0.0,66.0,42.0,0.0
2021 Rodeo Grounds 1,2021-12-02,71.0,40.0,0.0,69.0,39.0,0.0,74.0,46.0,0.0,71.0,40.0,0.02
2021 Rodeo Grounds 1,2021-12-03,68.0,38.0,0.0,64.0,37.0,0.0,68.0,45.0,0.0,71.0,38.0,0.0
2021 Rodeo Grounds 1,2021-12-04,59.0,46.0,0.0,52.0,47.0,0.0,68.0,46.0,0.0,66.0,39.0,0.01
2021 Rodeo Grounds 1,2021-12-05,53.0,39.0,0.0,54.0,39.0,0.0,73.0,39.0,0.0,52.0,46.0,0.01
2021 Rodeo Grounds 1,2021-12-06,54.0,40.0,0.01,49.0,40.0,0.05,57.0,44.0,0.0,54.0,40.0,0.01
2021 Rodeo Grounds 1,2021-12-07,52.0,46.0,0.0,52.0,47.0,0.0,65.0,41.0,0.0,50.0,46.0,0.11
2021 Rodeo Grounds 1,2021-12-08,53.0,44.0,0.0,52.0,46.0,0.0,53.0,36.0,0.0,60.0,44.0,0.01
2021 Rodeo Grounds 1,2021-12-09,52.0,36.0,0.15,59.0,36.0,0.15,46.0,36.0,0.83,52.0,46.0,0.04
2021 Rodeo Grounds 1,2021-12-10,57.0,35.0,0.0,57.0,35.0,0.0,51.0,31.0,0.0,59.0,37.0,0.0
2021 Rodeo Grounds 1,2021-12-11,51.0,32.5,0.0,52.0,33.0,0.0,50.0,32.0,0.0,,,0.0
2021 Rodeo Grounds 1,2021-12-12,47.5,43.0,0.33,52.0,47.0,0.33,43.0,39.0,1.15,,,0.0
2021 Rodeo Grounds 1,2021-12-13,51.0,44.0,2.04,52.0,45.0,2.04,45.0,31.0,3.33,51.0,44.0,1.54
2021 Rodeo Grounds 1,2021-12-14,51.0,37.0,0.61,51.0,37.0,0.17,37.0,29.0,0.61,52.0,42.0,2.27
2021 Rodeo Grounds 1,2021-12-15,50.0,37.0,0.25,50.0,37.0,0.25,41.0,30.0,0.56,53.0,37.0,0.01
2021 Rodeo Grounds 1,2021-12-16,51.0,41.0,0.6,51.0,41.0,0.08,46.0,30.0,0.6,52.0,41.0,0.63
2021 Rodeo Grounds 1,2021-12-17,52.0,33.0,0.0,51.0,34.0,0.0,53.0,29.0,0.0,52.0,33.0,0.0
2021 Rodeo Grounds 1,2021-12-18,53.0,33.0,0.0,42.0,34.0,0.0,55.0,31.0,0.0,53.0,33.0,0.02
2021 Rodeo Grounds 1,2021-12-19,45.0,34.0,0.0,45.0,34.0,0.0,53.0,34.0,0.0,43.0,38.0,0.0
2021 Rodeo Grounds 1,2021-12-20,47.0,40.0,0.0,47.0,33.0,0.0,53.0,40.0,0.0,46.0,40.0,0.0
2021 Rodeo Grounds 1,2021-12-21,46.0,34.0,0.0,45.0,34.0,0.32,46.0,38.0,0.0,46.0,34.0,0.0
2021 Rodeo Grounds 1,2021-12-22,46.0,38.0,0.62,51.0,42.0,0.21,46.0,38.0,0.62,46.0,36.0,0.72
2021 Rodeo Grounds 1,2021-12-23,52.0,42.0,0.77,57.0,50.0,0.77,40.0,30.0,0.88,52.0,42.0,0.65
2021 Rodeo Grounds 1,2021-12-24,57.0,48.0,0.17,57.0,48.0,0.04,34.0,31.0,0.92,59.0,48.0,0.17
2021 Rodeo Grounds 1,2021-12-25,50.0,43.0,0.42,50.0,43.0,0.42,34.0,31.0,2.01,57.0,46.0,0.05
2021 Rodeo Grounds 1,2021-12-26,45.0,37.0,0.48,45.0,37.0,0.02,37.0,30.0,0.51,51.0,40.0,0.48
2021 Rodeo Grounds 1,2021-12-27,48.0,41.0,0.06,52.0,41.0,0.01,36.0,31.0,0.31,48.0,42.0,0.06
2021 Rodeo Grounds 1,2021-12-28,46.0,36.0,0.03,46.0,37.0,0.05,43.0,31.0,0.01,52.0,36.0,0.03
2021 Rodeo Grounds 1,2021-12-29,45.0,38.0,0.49,44.0,40.0,0.75,45.0,28.0,0.42,47.0,38.0,0.49
2021 Rodeo Grounds 1,2021-12-30,43.0,39.0,0.06,51.0,39.0,0.0,36.0,27.0,0.06,43.0,39.0,0.08
2021 Rodeo Grounds 1,2021-12-31,53.0,34.0,0.0,53.0,36.0,0.0,40.0,29.0,0.0,56.0,34.0,0.01
2021 Rodeo Grounds 1,2021-10-21,67.0,56.0,0.79,,,,63.0,53.0,1.4,71.0,59.0,0.18
2021 Rodeo Grounds 1,2021-10-24,61.0,50.5,5.62,,,,53.0,47.0,9.8,69.0,54.0,1.45
2021 Rush Ranch,2021-01-01,61.0,38.0,0.0,56.0,38.0,0.0,61.0,38.0,0.0,63.0,34.0,0.0
2021 Rush Ranch,2021-01-02,56.0,38.0,0.12,56.0,38.0,0.18,55.0,42.0,0.12,56.0,34.0,0.07
2021 Rush Ranch,2021-01-03,50.0,41.0,0.02,60.0,43.0,0.0,49.0,41.0,0.03,50.0,39.0,0.02
2021 Rush Ranch,2021-01-04,59.0,42.0,0.08,59.0,40.0,0.27,59.0,44.0,0.08,58.0,42.0,0.08
2021 Rush Ranch,2021-01-05,59.0,39.0,0.19,59.0,39.0,0.0,62.0,41.0,0.19,58.0,33.0,0.4
2021 Rush Ranch,2021-01-06,59.0,40.0,0.0,55.0,40.0,0.07,59.0,41.0,0.0,60.0,34.0,0.0
2021 Rush Ranch,2021-01-07,54.0,41.0,0.05,59.0,43.0,0.0,54.0,41.0,0.05,53.0,36.0,0.13
2021 Rush Ranch,2021-01-08,57.0,39.0,0.05,64.0,42.0,0.1,57.0,39.0,0.04,57.0,38.0,0.05
2021 Rush Ranch,2021-01-09,60.0,36.0,0.0,61.0,36.0,0.0,60.0,41.0,0.0,60.0,31.0,0.0
2021 Rush Ranch,2021-01-10,62.0,34.0,0.0,54.0,37.0,0.0,64.0,34.0,0.0,62.0,32.0,0.0
2021 Rush Ranch,2021-01-11,54.0,33.0,0.0,59.0,30.0,0.0,54.0,39.0,0.0,54.0,33.0,0.0
2021 Rush Ranch,2021-01-12,60.0,42.0,0.0,60.0,43.0,0.0,60.0,42.0,0.0,59.0,33.0,0.0
2021 Rush Ranch,2021-01-13,59.0,46.0,0.02,66.0,48.0,0.0,58.0,46.0,0.02,59.0,41.0,0.03
2021 Rush Ranch,2021-01-14,65.0,46.0,0.0,66.0,46.0,0.0,63.0,47.0,0.0,65.0,40.0,0.0
2021 Rush Ranch,2021-01-15,69.0,39.0,0.0,66.0,40.0,0.0,70.0,39.0,0.0,69.0,38.0,0.0
2021 Rush Ranch,2021-01-16,66.0,41.0,0.0,73.0,46.0,0.0,65.0,41.0,0.0,66.0,39.0,0.0
2021 Rush Ranch,2021-01-17,75.0,47.0,0.0,72.0,47.0,0.0,75.0,51.0,0.0,75.0,42.0,0.0
2021 Rush Ranch,2021-01-18,78.0,51.0,0.0,78.0,52.0,0.0,77.0,51.0,0.0,80.0,50.0,0.0
2021 Rush Ranch,2021-01-19,74.0,50.0,0.0,71.0,53.0,0.0,75.0,50.0,0.0,74.0,49.0,0.0
2021 Rush Ranch,2021-01-20,65.0,45.0,0.0,68.0,45.0,0.0,65.0,50.0,0.0,64.0,35.0,0.0
2021 Rush Ranch,2021-01-21,69.0,37.0,0.0,63.0,38.0,0.0,70.0,37.0,0.0,69.0,30.0,0.0
2021 Rush Ranch,2021-01-22,65.0,37.0,0.05,54.0,43.0,0.14,65.0,37.0,0.01,66.0,30.0,0.05
2021 Rush Ranch,2021-01-23,58.0,37.0,0.07,59.0,39.0,0.0,58.0,37.0,0.16,56.0,34.0,0.07
2021 Rush Ranch,2021-01-24,61.0,36.0,0.0,56.0,38.0,0.5,61.0,36.0,0.0,61.0,30.0,0.0
2021 Rush Ranch,2021-01-25,54.0,40.0,0.04,55.0,40.0,0.0,54.0,40.0,0.04,52.0,30.0,0.08
2021 Rush Ranch,2021-01-26,54.0,30.0,0.0,51.0,30.0,0.12,57.0,35.0,0.0,54.0,25.0,0.0
2021 Rush Ranch,2021-01-27,49.0,36.0,2.11,49.0,41.0,1.5,50.0,36.0,2.11,48.0,26.0,2.26
2021 Rush Ranch,2021-01-28,49.0,42.0,0.87,53.0,44.0,0.87,48.0,42.0,1.01,49.0,39.0,0.72
2021 Rush Ranch,2021-01-29,55.0,44.0,0.33,55.0,44.0,0.27,55.0,45.0,0.33,54.0,39.0,0.41
2021 Rush Ranch,2021-01-30,55.0,42.0,0.02,59.0,42.0,0.0,55.0,43.0,0.02,55.0,38.0,0.03
2021 Rush Ranch,2021-01-31,59.0,43.0,0.01,64.0,45.0,0.0,59.0,43.0,0.02,59.0,38.0,0.01
2021 Rush Ranch,2021-02-01,63.0,43.0,0.0,63.0,43.0,0.0,63.0,43.0,0.0,63.0,39.0,0.0
2021 Rush Ranch,2021-02-02,62.0,43.0,0.36,62.0,52.0,0.44,67.0,43.0,0.17,62.0,39.0,0.36
2021 Rush Ranch,2021-02-03,62.0,39.0,0.0,56.0,39.0,0.0,62.0,42.0,0.0,62.0,34.0,0.0
2021 Rush Ranch,2021-02-04,59.0,39.0,0.0,67.0,39.0,0.0,59.0,43.0,0.0,57.0,34.0,0.0
2021 Rush Ranch,2021-02-05,64.0,39.0,0.0,67.0,41.0,0.0,63.0,39.0,0.0,64.0,35.0,0.0
2021 Rush Ranch,2021-02-06,67.0,38.0,0.0,67.0,40.0,0.0,67.0,38.0,0.0,67.0,34.0,0.0
2021 Rush Ranch,2021-02-07,69.0,38.0,0.0,63.0,40.0,0.0,70.0,38.0,0.0,69.0,34.0,0.0
2021 Rush Ranch,2021-02-08,69.0,40.0,0.0,64.0,50.0,0.0,70.0,40.0,0.0,69.0,34.0,0.0
2021 Rush Ranch,2021-02-09,62.0,43.0,0.0,66.0,44.0,0.0,62.0,43.0,0.0,61.0,35.0,0.0
2021 Rush Ranch,2021-02-10,66.0,44.0,0.0,66.0,44.0,0.62,68.0,47.0,0.0,65.0,39.0,0.0
2021 Rush Ranch,2021-02-11,69.0,44.5,0.0,,,0.62,70.0,50.0,0.0,68.0,39.0,0.0
2021 Rush Ranch,2021-02-12,58.0,46.0,0.32,,62.0,0.32,58.0,46.0,0.35,58.0,37.0,0.23
2021 Rush Ranch,2021-02-13,64.0,48.0,0.01,64.0,50.0,0.0,65.0,48.0,0.01,62.0,38.0,0.01
2021 Rush Ranch,2021-02-14,64.0,39.0,0.0,64.0,28.0,0.05,65.0,48.0,0.0,63.0,39.0,0.0
2021 Rush Ranch,2021-02-15,57.0,47.0,0.09,61.0,47.0,0.35,57.0,47.0,0.05,55.0,40.0,0.09
2021 Rush Ranch,2021-02-16,64.0,40.0,0.0,61.0,40.0,0.0,64.0,45.0,0.0,64.0,35.0,0.0
2021 Rush Ranch,2021-02-17,62.0,42.0,0.0,63.0,42.0,0.0,62.0,42.0,0.0,60.0,34.0,0.0
2021 Rush Ranch,2021-02-18,62.0,38.0,0.0,63.0,38.0,0.0,62.0,41.0,0.0,61.0,32.0,0.0
2021 Rush Ranch,2021-02-19,60.0,45.0,0.08,60.0,47.0,0.0,62.0,45.0,0.08,60.0,35.0,0.14
2021 Rush Ranch,2021-02-20,60.0,41.0,0.11,60.0,41.0,0.15,60.0,42.0,0.05,60.0,40.0,0.11
2021 Rush Ranch,2021-02-21,60.0,43.0,0.0,68.0,45.0,0.0,60.0,43.0,0.0,58.0,35.0,0.0
2021 Rush Ranch,2021-02-22,68.0,45.0,0.0,69.0,45.0,0.0,68.0,49.0,0.0,68.0,38.0,0.0
2021 Rush Ranch,2021-02-23,73.0,47.0,0.0,79.0,47.0,0.0,73.0,48.0,0.0,73.0,43.0,0.0
2021 Rush Ranch,2021-02-24,76.0,48.0,0.0,70.0,48.0,0.0,77.0,56.0,0.0,76.0,41.0,0.0
2021 Rush Ranch,2021-02-25,66.0,44.0,0.0,68.0,44.0,0.0,66.0,49.0,0.0,65.0,40.0,0.0
2021 Rush Ranch,2021-02-26,71.0,37.0,0.0,68.0,40.0,0.0,71.0,37.0,0.0,71.0,36.0,0.0
2021 Rush Ranch,2021-02-27,68.0,40.0,0.0,68.0,40.0,0.0,70.0,45.0,0.0,67.0,34.0,0.0
2021 Rush Ranch,2021-02-28,64.0,43.0,0.0,66.0,43.0,0.0,64.0,49.0,0.0,64.0,38.0,0.0
2021 Rush Ranch,2021-03-01,67.0,36.0,0.0,67.0,38.0,0.0,67.0,36.0,0.0,65.0,33.0,0.0
2021 Rush Ranch,2021-03-02,70.0,39.0,0.0,71.0,41.0,0.0,70.0,39.0,0.0,69.0,33.0,0.0
2021 Rush Ranch,2021-03-03,70.0,44.0,0.0,67.0,44.0,0.0,73.0,44.0,0.0,70.0,34.0,0.0
2021 Rush Ranch,2021-03-04,72.0,38.0,0.0,62.0,39.0,0.0,72.0,38.0,0.0,72.0,38.0,0.0
2021 Rush Ranch,2021-03-05,67.0,39.0,0.0,67.0,39.0,0.0,71.0,41.0,0.0,67.0,36.0,0.0
2021 Rush Ranch,2021-03-06,67.0,39.0,0.08,63.0,39.0,0.14,71.0,43.0,0.07,67.0,39.0,0.08
2021 Rush Ranch,2021-03-07,64.0,39.0,0.0,66.0,39.0,0.0,64.0,44.0,0.0,61.0,32.0,0.0
2021 Rush Ranch,2021-03-08,64.0,43.0,0.0,58.0,43.0,0.0,68.0,44.0,0.0,64.0,33.0,0.0
2021 Rush Ranch,2021-03-09,58.0,40.0,0.04,57.0,42.0,0.13,60.0,40.0,0.02,58.0,36.0,0.04
2021 Rush Ranch,2021-03-10,56.0,40.0,0.36,56.0,42.0,0.36,56.0,40.0,0.24,54.0,35.0,0.72
2021 Rush Ranch,2021-03-11,53.0,36.0,0.29,60.0,39.0,0.02,53.0,36.0,0.29,50.0,31.0,0.37
2021 Rush Ranch,2021-03-12,60.0,39.0,0.0,69.0,39.0,0.0,60.0,45.0,0.0,59.0,36.0,0.0
2021 Rush Ranch,2021-03-13,69.0,39.0,0.0,69.0,39.0,0.0,70.0,40.0,0.0,68.0,32.0,0.0
2021 Rush Ranch,2021-03-14,69.0,39.0,0.0,69.0,39.0,0.13,70.0,41.0,0.0,67.0,38.0,0.0
2021 Rush Ranch,2021-03-15,55.0,36.0,0.22,53.0,40.0,0.22,58.0,30.0,0.13,55.0,36.0,0.23
2021 Rush Ranch,2021-03-16,54.0,35.0,0.04,61.0,35.0,0.0,54.0,37.0,0.04,51.0,30.0,0.05
2021 Rush Ranch,2021-03-17,59.0,37.0,0.0,57.0,37.0,0.0,62.0,37.0,0.0,59.0,32.0,0.0
2021 Rush Ranch,2021-03-18,60.0,38.0,0.05,54.0,47.0,0.66,62.0,38.0,0.01,60.0,33.0,0.05
2021 Rush Ranch,2021-03-19,55.0,44.0,0.33,,,0.25,55.0,45.0,0.33,55.0,43.0,0.38
2021 Rush Ranch,2021-03-20,63.0,43.0,0.0,64.0,43.0,0.0,60.0,43.0,0.0,63.0,35.0,0.0
2021 Rush Ranch,2021-03-21,65.0,44.0,0.0,69.0,44.0,0.0,65.0,48.0,0.0,61.0,35.0,0.0
2021 Rush Ranch,2021-03-22,70.0,42.0,0.0,67.0,42.0,0.0,70.0,45.0,0.0,70.0,36.0,0.0
2021 Rush Ranch,2021-03-23,66.0,45.0,0.0,66.0,49.0,0.0,68.0,45.0,0.0,66.0,39.0,0.0
2021 Rush Ranch,2021-03-24,66.0,49.0,0.0,72.0,49.0,0.0,66.0,53.0,0.0,64.0,47.0,0.0
2021 Rush Ranch,2021-03-25,70.0,46.0,0.0,67.0,46.0,0.0,70.0,46.0,0.0,73.0,39.0,0.0
2021 Rush Ranch,2021-03-26,69.0,46.0,0.0,74.0,47.0,0.0,69.0,46.0,0.0,67.0,40.0,0.0
2021 Rush Ranch,2021-03-27,74.0,44.0,0.0,77.0,44.0,0.0,74.0,44.0,0.0,73.0,38.0,0.0
2021 Rush Ranch,2021-03-28,79.0,43.0,0.0,79.0,44.0,0.0,81.0,43.0,0.0,79.0,38.0,0.0
2021 Rush Ranch,2021-03-29,83.0,45.0,0.0,77.0,45.0,0.0,83.0,55.0,0.0,83.0,42.0,0.0
2021 Rush Ranch,2021-03-30,74.0,45.0,0.0,77.0,45.0,0.0,74.0,53.0,0.0,72.0,41.0,0.0
2021 Rush Ranch,2021-03-31,77.0,47.0,0.0,80.0,47.0,0.0,77.0,53.0,0.0,76.0,45.0,0.0
2021 Rush Ranch,2021-04-01,83.0,46.0,0.0,85.0,49.0,0.0,83.0,46.0,0.0,78.0,41.0,0.0
2021 Rush Ranch,2021-04-02,85.0,48.0,0.0,85.0,48.0,0.0,87.0,54.0,0.0,85.0,39.0,0.0
2021 Rush Ranch,2021-04-03,82.0,46.0,0.0,71.0,46.0,0.0,85.0,47.0,0.0,82.0,39.0,0.0
2021 Rush Ranch,2021-04-04,71.0,43.0,0.0,,45.0,0.0,72.0,43.0,0.0,70.0,39.0,0.0
2021 Rush Ranch,2021-04-05,70.0,43.0,0.0,65.0,46.0,0.0,71.0,43.0,0.0,70.0,40.0,0.0
2021 Rush Ranch,2021-04-06,72.0,43.0,0.0,72.0,44.0,0.0,73.0,43.0,0.0,72.0,41.0,0.0
2021 Rush Ranch,2021-04-07,77.0,44.0,0.0,68.0,46.0,0.0,78.0,44.0,0.0,77.0,40.0,0.0
2021 Rush Ranch,2021-04-08,75.0,40.0,0.0,74.0,42.0,0.0,77.0,40.0,0.0,75.0,38.0,0.0
2021 Rush Ranch,2021-04-09,78.0,46.0,0.0,71.0,46.0,0.0,83.0,46.0,0.0,78.0,41.0,0.0
2021 Rush Ranch,2021-04-10,76.0,42.0,0.0,75.0,43.0,0.0,79.0,42.0,0.0,76.0,40.0,0.0
2021 Rush Ranch,2021-04-11,80.0,46.0,0.0,80.0,46.0,0.0,80.0,47.0,0.0,82.0,43.0,0.0
2021 Rush Ranch,2021-04-12,84.0,44.0,0.0,80.0,44.0,0.0,85.0,51.0,0.0,84.0,43.0,0.0
2021 Rush Ranch,2021-04-13,85.0,47.0,0.0,76.0,47.0,0.0,86.0,51.0,0.0,85.0,42.0,0.0
2021 Rush Ranch,2021-04-14,77.0,43.0,0.0,71.0,43.0,0.0,77.0,46.0,0.0,77.0,41.0,0.0
2021 Rush Ranch,2021-04-15,75.0,42.0,0.0,73.0,42.0,0.0,75.0,44.0,0.0,75.0,38.0,0.0
2021 Rush Ranch,2021-04-16,76.0,42.0,0.0,75.0,42.0,0.0,77.0,45.0,0.0,76.0,40.0,0.0
2021 Rush Ranch,2021-04-17,83.0,45.0,0.0,86.0,45.0,0.0,83.0,46.0,0.0,81.0,44.0,0.0
2021 Rush Ranch,2021-04-18,84.0,48.0,0.0,89.0,48.0,0.0,84.0,53.0,0.0,82.0,45.0,0.0
2021 Rush Ranch,2021-04-19,90.0,51.0,0.0,80.0,52.0,0.0,92.0,51.0,0.0,90.0,48.0,0.0
2021 Rush Ranch,2021-04-20,88.0,51.0,0.0,73.0,51.0,0.0,90.0,52.0,0.0,88.0,45.0,0.0
2021 Rush Ranch,2021-04-21,75.0,50.0,0.09,73.0,51.0,0.0,80.0,50.0,0.09,75.0,45.0,0.23
2021 Rush Ranch,2021-04-22,79.0,46.0,0.0,73.0,49.0,0.0,83.0,46.0,0.0,79.0,42.0,0.0
2021 Rush Ranch,2021-04-23,74.0,44.0,0.0,71.0,50.0,0.0,79.0,44.0,0.0,74.0,43.0,0.0
2021 Rush Ranch,2021-04-24,77.0,49.0,0.0,71.0,49.0,0.0,80.0,52.0,0.0,77.0,43.0,0.0
2021 Rush Ranch,2021-04-25,66.0,50.0,0.0,62.0,50.0,0.02,70.0,50.0,0.0,66.0,45.0,0.0
2021 Rush Ranch,2021-04-26,63.0,39.0,0.03,66.0,39.0,0.0,63.0,45.0,0.05,61.0,37.0,0.03
2021 Rush Ranch,2021-04-27,70.0,48.0,0.0,79.0,49.0,0.0,70.0,48.0,0.0,67.0,37.0,0.0
2021 Rush Ranch,2021-04-28,79.0,48.0,0.0,86.0,49.0,0.0,79.0,48.0,0.0,77.0,40.0,0.0
2021 Rush Ranch,2021-04-29,88.0,52.0,0.0,88.0,52.0,0.0,89.0,52.0,0.0,87.0,43.0,0.0
